"","CASEID","NEWRACE2","IRSEX","CATAG6","MJEVER"
"1053",1053,5,1,4,2
"1054",1054,1,2,1,2
"1055",1055,1,2,5,2
"1056",1056,1,2,2,1
"1057",1057,1,1,5,1
"1058",1058,1,1,1,2
"1059",1059,7,2,2,2
"1060",1060,2,2,4,1
"1061",1061,2,1,5,2
"1062",1062,7,1,1,2
"1063",1063,1,2,4,1
"1064",1064,2,1,3,2
"1065",1065,7,1,1,1
"1066",1066,1,2,1,1
"1067",1067,1,2,1,2
"1068",1068,1,2,5,2
"1069",1069,1,2,3,2
"1070",1070,1,2,4,1
"1071",1071,1,2,1,2
"1072",1072,5,1,4,2
"1073",1073,1,2,2,1
"1074",1074,7,2,3,2
"1075",1075,7,1,2,2
"1076",1076,6,1,1,2
"1077",1077,2,1,1,2
"1078",1078,1,1,1,2
"1079",1079,1,2,3,1
"1080",1080,1,2,2,2
"1081",1081,1,2,3,1
"1082",1082,1,1,1,2
"1083",1083,7,2,2,1
"1084",1084,7,1,2,1
"1085",1085,1,2,6,2
"1086",1086,2,2,2,2
"1087",1087,1,1,6,1
"1088",1088,7,2,2,1
"1089",1089,1,1,5,1
"1090",1090,6,1,4,1
"1091",1091,1,2,1,1
"1092",1092,2,1,1,2
"1093",1093,1,1,5,1
"1094",1094,1,1,4,2
"1095",1095,7,1,4,1
"1096",1096,7,1,1,2
"1097",1097,3,1,4,2
"1098",1098,7,1,1,2
"1099",1099,1,2,2,1
"1100",1100,1,2,2,2
"1101",1101,7,1,5,2
"1102",1102,1,2,4,2
"1103",1103,1,1,4,1
"1104",1104,6,1,4,2
"1105",1105,1,1,4,1
"1106",1106,2,2,5,1
"1107",1107,5,2,5,2
"1108",1108,1,1,1,2
"1109",1109,2,2,3,2
"1110",1110,1,2,4,1
"1111",1111,1,2,1,2
"1112",1112,2,1,1,2
"1113",1113,1,2,2,1
"1114",1114,1,1,2,1
"1115",1115,1,2,1,2
"1116",1116,5,1,1,2
"1117",1117,1,2,3,2
"1118",1118,1,2,1,2
"1119",1119,1,2,1,2
"1120",1120,1,2,5,1
"1121",1121,1,1,4,2
"1122",1122,1,2,3,1
"1123",1123,1,2,1,2
"1124",1124,1,1,2,1
"1125",1125,1,1,4,2
"1126",1126,1,2,2,2
"1127",1127,5,1,2,2
"1128",1128,2,1,2,2
"1129",1129,1,1,2,1
"1130",1130,1,1,1,2
"1131",1131,7,2,2,2
"1132",1132,1,1,1,2
"1133",1133,1,1,3,2
"1134",1134,1,2,3,2
"1135",1135,1,1,6,1
"1136",1136,1,1,2,2
"1137",1137,1,1,6,2
"1138",1138,1,1,3,2
"1139",1139,2,2,2,2
"1140",1140,1,1,2,1
"1141",1141,1,2,4,1
"1142",1142,1,1,5,1
"1143",1143,1,1,2,1
"1144",1144,1,1,2,2
"1145",1145,6,2,1,2
"1146",1146,1,2,1,2
"1147",1147,7,2,3,2
"1148",1148,1,2,3,1
"1149",1149,7,1,1,2
"1150",1150,1,1,3,1
"1151",1151,1,2,5,1
"1152",1152,1,2,4,2
"1153",1153,7,2,1,1
"1154",1154,1,1,4,2
"1155",1155,7,2,3,2
"1156",1156,1,1,3,2
"1157",1157,1,2,4,2
"1158",1158,7,2,1,1
"1159",1159,7,1,1,1
"1160",1160,2,2,3,1
"1161",1161,7,1,4,1
"1162",1162,1,2,1,2
"1163",1163,7,1,1,2
"1164",1164,1,2,2,1
"1165",1165,4,1,2,1
"1166",1166,1,1,2,1
"1167",1167,1,2,2,1
"1168",1168,4,2,1,2
"1169",1169,1,2,2,1
"1170",1170,1,1,4,1
"1171",1171,6,2,2,2
"1172",1172,2,2,2,1
"1173",1173,7,1,3,1
"1174",1174,2,1,1,2
"1175",1175,1,2,3,1
"1176",1176,7,1,3,2
"1177",1177,2,1,2,2
"1178",1178,2,1,1,2
"1179",1179,2,1,6,2
"1180",1180,1,2,2,2
"1181",1181,1,2,3,1
"1182",1182,2,1,1,1
"1183",1183,1,1,4,2
"1184",1184,1,1,4,2
"1185",1185,1,2,6,2
"1186",1186,2,2,1,2
"1187",1187,1,2,6,2
"1188",1188,1,1,3,2
"1189",1189,1,2,1,2
"1190",1190,2,1,3,2
"1191",1191,7,2,1,2
"1192",1192,7,1,2,1
"1193",1193,1,2,2,2
"1194",1194,1,2,3,1
"1195",1195,2,2,1,2
"1196",1196,1,1,2,1
"1197",1197,7,1,4,2
"1198",1198,1,2,1,2
"1199",1199,1,1,1,2
"1200",1200,1,1,1,2
"1201",1201,1,2,1,1
"1202",1202,1,1,6,2
"1203",1203,1,2,1,2
"1204",1204,6,1,1,2
"1205",1205,1,2,6,2
"1206",1206,1,1,1,1
"1207",1207,1,1,3,2
"1208",1208,7,1,1,2
"1209",1209,1,1,4,1
"1210",1210,1,2,2,2
"1211",1211,1,2,1,2
"1212",1212,1,2,2,2
"1213",1213,1,1,4,2
"1214",1214,7,1,2,1
"1215",1215,1,2,5,1
"1216",1216,1,1,6,2
"1217",1217,1,1,6,2
"1218",1218,1,2,3,1
"1219",1219,1,1,4,1
"1220",1220,1,2,6,2
"1221",1221,1,2,3,1
"1222",1222,1,2,1,1
"1223",1223,1,1,4,1
"1224",1224,1,1,2,1
"1225",1225,7,2,1,2
"1226",1226,1,2,1,2
"1227",1227,1,1,6,2
"1228",1228,2,1,2,1
"1229",1229,1,2,3,1
"1230",1230,1,2,2,1
"1231",1231,1,2,6,2
"1232",1232,5,2,4,2
"1233",1233,1,2,6,2
"1234",1234,7,1,2,2
"1235",1235,1,1,1,2
"1236",1236,1,2,2,2
"1237",1237,5,1,4,2
"1238",1238,2,1,2,2
"1239",1239,1,1,5,1
"1240",1240,1,2,2,2
"1241",1241,2,2,4,2
"1242",1242,2,2,2,2
"1243",1243,1,2,2,2
"1244",1244,1,1,1,2
"1245",1245,7,1,2,1
"1246",1246,7,1,4,1
"1247",1247,2,1,2,2
"1248",1248,7,1,2,1
"1249",1249,6,2,2,1
"1250",1250,2,2,1,2
"1251",1251,1,2,1,2
"1252",1252,7,2,3,2
"1253",1253,1,2,2,1
"1254",1254,7,2,4,2
"1255",1255,1,2,1,2
"1256",1256,7,1,4,2
"1257",1257,1,2,6,2
"1258",1258,1,1,2,2
"1259",1259,1,1,6,2
"1260",1260,7,1,4,1
"1261",1261,1,1,1,2
"1262",1262,1,2,2,2
"1263",1263,1,1,1,2
"1264",1264,1,2,2,1
"1265",1265,1,2,2,1
"1266",1266,7,1,2,2
"1267",1267,1,1,1,2
"1268",1268,5,2,6,2
"1269",1269,2,1,1,2
"1270",1270,7,2,1,2
"1271",1271,1,1,5,1
"1272",1272,1,2,2,1
"1273",1273,1,1,4,2
"1274",1274,1,1,2,1
"1275",1275,3,2,4,1
"1276",1276,7,1,4,1
"1277",1277,1,2,4,1
"1278",1278,1,2,2,2
"1279",1279,1,1,4,1
"1280",1280,7,1,1,2
"1281",1281,5,1,1,2
"1282",1282,5,2,1,2
"1283",1283,1,1,5,2
"1284",1284,7,2,3,2
"1285",1285,7,2,4,1
"1286",1286,1,1,3,2
"1287",1287,2,2,3,1
"1288",1288,1,2,1,2
"1289",1289,4,2,2,2
"1290",1290,7,1,3,2
"1291",1291,2,1,2,1
"1292",1292,5,1,1,2
"1293",1293,1,1,1,2
"1294",1294,1,2,4,2
"1295",1295,1,1,3,1
"1296",1296,2,1,5,1
"1297",1297,1,1,3,2
"1298",1298,1,2,1,2
"1299",1299,5,2,1,2
"1300",1300,1,1,1,2
"1301",1301,1,1,3,2
"1302",1302,5,2,4,2
"1303",1303,7,2,1,2
"1304",1304,1,1,1,2
"1305",1305,7,2,2,2
"1306",1306,1,2,4,1
"1307",1307,7,2,2,2
"1308",1308,1,1,1,2
"1309",1309,1,1,6,2
"1310",1310,2,1,1,2
"1311",1311,7,1,4,2
"1312",1312,7,1,2,2
"1313",1313,7,1,4,2
"1314",1314,7,2,5,2
"1315",1315,7,1,4,2
"1316",1316,1,1,2,1
"1317",1317,1,2,2,2
"1318",1318,1,2,5,2
"1319",1319,1,2,4,1
"1320",1320,1,2,4,1
"1321",1321,1,2,1,2
"1322",1322,1,1,2,1
"1323",1323,2,2,1,2
"1324",1324,7,2,1,1
"1325",1325,7,2,1,1
"1326",1326,3,1,5,2
"1327",1327,5,2,1,2
"1328",1328,7,1,3,2
"1329",1329,7,1,4,1
"1330",1330,2,2,2,1
"1331",1331,2,2,3,2
"1332",1332,7,2,5,2
"1333",1333,1,1,2,1
"1334",1334,1,1,4,2
"1335",1335,7,2,4,1
"1336",1336,1,2,4,2
"1337",1337,1,1,4,2
"1338",1338,1,1,1,2
"1339",1339,5,2,4,2
"1340",1340,2,1,2,1
"1341",1341,1,2,4,1
"1342",1342,1,1,5,1
"1343",1343,1,1,6,2
"1344",1344,1,2,4,2
"1345",1345,7,2,4,2
"1346",1346,1,2,1,2
"1347",1347,1,2,6,1
"1348",1348,2,2,3,2
"1349",1349,7,2,3,2
"1350",1350,1,2,3,1
"1351",1351,1,1,4,2
"1352",1352,1,2,4,2
"1353",1353,2,1,1,2
"1354",1354,1,1,1,2
"1355",1355,1,2,2,2
"1356",1356,7,1,1,2
"1357",1357,2,1,2,2
"1358",1358,1,1,6,2
"1359",1359,7,2,2,1
"1360",1360,1,1,4,2
"1361",1361,1,2,2,1
"1362",1362,1,1,1,2
"1363",1363,1,2,3,1
"1364",1364,5,1,4,2
"1365",1365,1,2,6,2
"1366",1366,7,1,1,2
"1367",1367,1,2,2,2
"1368",1368,1,2,5,1
"1369",1369,1,2,4,2
"1370",1370,1,2,2,1
"1371",1371,1,2,3,2
"1372",1372,1,1,3,1
"1373",1373,1,2,2,2
"1374",1374,1,1,1,2
"1375",1375,1,1,4,2
"1376",1376,1,1,3,1
"1377",1377,1,1,4,1
"1378",1378,2,1,4,1
"1379",1379,1,2,1,2
"1380",1380,1,2,3,2
"1381",1381,1,1,1,2
"1382",1382,1,1,1,2
"1383",1383,7,2,5,2
"1384",1384,2,2,2,1
"1385",1385,6,1,2,1
"1386",1386,7,2,4,2
"1387",1387,5,2,2,2
"1388",1388,7,1,2,1
"1389",1389,1,1,4,1
"1390",1390,6,2,4,2
"1391",1391,1,1,4,2
"1392",1392,1,2,3,1
"1393",1393,1,1,6,2
"1394",1394,2,1,2,2
"1395",1395,1,2,1,2
"1396",1396,1,1,1,1
"1397",1397,1,1,6,2
"1398",1398,1,1,3,2
"1399",1399,1,2,6,1
"1400",1400,7,1,4,2
"1401",1401,1,2,3,1
"1402",1402,7,1,2,1
"1403",1403,1,2,6,1
"1404",1404,2,2,1,2
"1405",1405,7,1,1,2
"1406",1406,7,1,2,2
"1407",1407,7,1,2,1
"1408",1408,1,2,1,2
"1409",1409,1,2,2,1
"1410",1410,7,2,3,1
"1411",1411,2,2,1,2
"1412",1412,1,1,1,2
"1413",1413,2,2,4,2
"1414",1414,1,2,4,1
"1415",1415,1,2,1,2
"1416",1416,1,1,5,2
"1417",1417,1,1,1,1
"1418",1418,4,2,2,1
"1419",1419,1,2,1,2
"1420",1420,1,1,1,2
"1421",1421,2,2,3,1
"1422",1422,5,2,3,2
"1423",1423,2,2,1,2
"1424",1424,1,1,1,2
"1425",1425,7,1,4,1
"1426",1426,1,1,2,1
"1427",1427,1,1,2,1
"1428",1428,1,1,1,1
"1429",1429,1,2,5,2
"1430",1430,1,2,4,2
"1431",1431,1,2,2,1
"1432",1432,1,1,2,1
"1433",1433,1,1,4,1
"1434",1434,1,2,3,2
"1435",1435,7,1,4,2
"1436",1436,1,1,3,1
"1437",1437,1,2,1,2
"1438",1438,1,1,4,2
"1439",1439,1,2,5,2
"1440",1440,7,2,3,2
"1441",1441,1,2,2,1
"1442",1442,1,2,1,1
"1443",1443,7,1,3,1
"1444",1444,2,2,2,2
"1445",1445,1,2,1,2
"1446",1446,2,2,6,1
"1447",1447,1,2,4,1
"1448",1448,1,1,2,1
"1449",1449,7,2,3,2
"1450",1450,1,2,1,2
"1451",1451,1,2,2,2
"1452",1452,7,1,1,2
"1453",1453,2,2,1,2
"1454",1454,2,1,2,2
"1455",1455,7,1,5,2
"1456",1456,2,2,5,2
"1457",1457,1,1,4,1
"1458",1458,1,1,4,1
"1459",1459,7,1,1,2
"1460",1460,7,1,2,2
"1461",1461,1,1,1,2
"1462",1462,1,2,4,2
"1463",1463,1,2,2,2
"1464",1464,6,1,4,1
"1465",1465,1,2,4,2
"1466",1466,7,1,2,2
"1467",1467,1,2,2,1
"1468",1468,2,2,1,2
"1469",1469,7,1,3,1
"1470",1470,1,1,2,1
"1471",1471,1,2,1,1
"1472",1472,1,1,3,1
"1473",1473,1,2,2,2
"1474",1474,1,1,3,1
"1475",1475,1,2,2,2
"1476",1476,1,1,2,2
"1477",1477,1,1,5,1
"1478",1478,1,2,2,1
"1479",1479,1,1,3,2
"1480",1480,1,1,2,2
"1481",1481,5,1,2,2
"1482",1482,1,2,1,1
"1483",1483,1,1,4,2
"1484",1484,1,2,3,1
"1485",1485,1,2,1,2
"1486",1486,5,1,4,1
"1487",1487,1,2,6,2
"1488",1488,3,1,5,2
"1489",1489,1,1,3,1
"1490",1490,1,2,4,1
"1491",1491,7,1,1,2
"1492",1492,1,1,2,1
"1493",1493,1,1,2,2
"1494",1494,1,2,5,2
"1495",1495,1,1,5,2
"1496",1496,7,2,3,2
"1497",1497,2,1,2,1
"1498",1498,1,2,3,2
"1499",1499,1,1,4,2
"1500",1500,1,1,4,2
"1501",1501,1,1,2,1
"1502",1502,1,1,1,2
"1503",1503,7,2,3,1
"1504",1504,1,1,3,1
"1505",1505,1,2,1,1
"1506",1506,7,2,1,2
"1507",1507,2,2,1,1
"1508",1508,7,2,3,2
"1509",1509,7,1,6,2
"1510",1510,7,2,2,2
"1511",1511,1,1,4,1
"1512",1512,1,2,5,2
"1513",1513,2,1,3,1
"1514",1514,7,2,2,1
"1515",1515,1,2,6,2
"1516",1516,1,2,3,1
"1517",1517,1,1,1,2
"1518",1518,1,2,2,2
"1519",1519,7,1,1,1
"1520",1520,1,1,1,2
"1521",1521,5,2,4,2
"1522",1522,1,1,1,2
"1523",1523,1,1,5,1
"1524",1524,2,1,3,1
"1525",1525,7,2,2,2
"1526",1526,1,2,2,2
"1527",1527,1,1,2,2
"1528",1528,2,2,1,2
"1529",1529,1,2,6,2
"1530",1530,2,2,4,2
"1531",1531,7,1,2,1
"1532",1532,7,1,1,1
"1533",1533,1,1,2,1
"1534",1534,1,2,5,1
"1535",1535,7,2,4,2
"1536",1536,7,1,4,2
"1537",1537,1,1,1,2
"1538",1538,1,1,3,2
"1539",1539,1,1,1,2
"1540",1540,2,2,3,1
"1541",1541,1,1,1,2
"1542",1542,7,1,3,2
"1543",1543,2,2,6,2
"1544",1544,1,1,1,2
"1545",1545,1,2,2,1
"1546",1546,6,2,4,1
"1547",1547,1,2,4,1
"1548",1548,1,2,4,1
"1549",1549,5,2,4,2
"1550",1550,1,1,2,2
"1551",1551,1,2,2,1
"1552",1552,7,1,3,1
"1553",1553,1,2,2,2
"1554",1554,7,1,3,2
"1555",1555,1,2,4,1
"1556",1556,1,2,1,1
"1557",1557,1,1,5,2
"1558",1558,1,1,2,2
"1559",1559,7,2,1,2
"1560",1560,7,2,4,2
"1561",1561,1,2,2,1
"1562",1562,1,1,3,1
"1563",1563,1,2,1,1
"1564",1564,6,1,2,1
"1565",1565,7,1,2,2
"1566",1566,1,2,1,2
"1567",1567,1,2,2,1
"1568",1568,1,2,6,1
"1569",1569,7,2,2,1
"1570",1570,1,1,1,2
"1571",1571,1,1,3,1
"1572",1572,7,1,2,1
"1573",1573,1,2,1,1
"1574",1574,7,1,4,2
"1575",1575,7,1,1,2
"1576",1576,1,1,4,1
"1577",1577,1,1,1,2
"1578",1578,6,1,1,1
"1579",1579,1,2,2,1
"1580",1580,7,1,3,2
"1581",1581,1,1,1,2
"1582",1582,1,2,4,2
"1583",1583,7,1,5,1
"1584",1584,1,2,2,2
"1585",1585,7,2,1,2
"1586",1586,1,2,3,1
"1587",1587,2,2,2,1
"1588",1588,2,1,5,2
"1589",1589,1,2,2,1
"1590",1590,1,2,5,2
"1591",1591,1,2,2,1
"1592",1592,1,2,4,1
"1593",1593,5,1,2,2
"1594",1594,7,1,5,1
"1595",1595,1,1,1,2
"1596",1596,7,2,3,1
"1597",1597,1,2,1,1
"1598",1598,1,1,4,1
"1599",1599,7,2,2,2
"1600",1600,5,1,1,2
"1601",1601,4,2,2,1
"1602",1602,1,1,3,1
"1603",1603,1,2,2,1
"1604",1604,1,2,6,2
"1605",1605,1,2,1,2
"1606",1606,7,1,3,2
"1607",1607,1,2,3,1
"1608",1608,1,2,4,2
"1609",1609,1,1,5,1
"1610",1610,1,1,2,2
"1611",1611,1,2,4,1
"1612",1612,1,1,3,1
"1613",1613,7,2,4,2
"1614",1614,1,2,1,2
"1615",1615,5,1,2,2
"1616",1616,1,2,4,1
"1617",1617,2,1,2,1
"1618",1618,1,2,4,1
"1619",1619,2,2,4,1
"1620",1620,7,1,2,1
"1621",1621,7,2,2,2
"1622",1622,2,2,1,2
"1623",1623,1,2,6,2
"1624",1624,1,2,4,1
"1625",1625,3,2,1,2
"1626",1626,1,1,1,2
"1627",1627,1,1,6,2
"1628",1628,1,2,4,2
"1629",1629,7,2,1,1
"1630",1630,2,2,4,2
"1631",1631,1,2,5,2
"1632",1632,1,1,2,1
"1633",1633,2,2,4,2
"1634",1634,1,1,1,1
"1635",1635,2,2,1,1
"1636",1636,2,2,5,2
"1637",1637,1,1,1,2
"1638",1638,6,2,1,1
"1639",1639,1,2,1,2
"1640",1640,1,1,1,2
"1641",1641,2,2,6,1
"1642",1642,1,2,6,1
"1643",1643,7,1,3,1
"1644",1644,1,1,4,1
"1645",1645,1,2,1,2
"1646",1646,7,1,3,1
"1647",1647,1,2,5,2
"1648",1648,1,2,1,2
"1649",1649,1,2,2,2
"1650",1650,1,2,2,2
"1651",1651,7,2,1,1
"1652",1652,1,2,3,1
"1653",1653,2,2,3,1
"1654",1654,2,2,4,2
"1655",1655,1,1,4,2
"1656",1656,1,1,1,2
"1657",1657,1,1,3,1
"1658",1658,1,1,5,1
"1659",1659,4,2,1,2
"1660",1660,2,1,3,1
"1661",1661,2,1,1,2
"1662",1662,1,2,1,2
"1663",1663,1,2,5,2
"1664",1664,6,2,1,2
"1665",1665,1,2,4,1
"1666",1666,1,2,2,2
"1667",1667,1,2,5,2
"1668",1668,1,2,3,2
"1669",1669,4,1,1,2
"1670",1670,1,1,1,2
"1671",1671,1,2,1,1
"1672",1672,1,2,1,2
"1673",1673,7,1,5,2
"1674",1674,1,1,1,2
"1675",1675,1,2,5,1
"1676",1676,1,2,1,2
"1677",1677,1,1,1,2
"1678",1678,2,2,1,2
"1679",1679,2,1,1,2
"1680",1680,2,2,5,1
"1681",1681,2,2,1,1
"1682",1682,1,2,1,2
"1683",1683,1,1,1,2
"1684",1684,1,2,3,1
"1685",1685,1,1,6,1
"1686",1686,1,2,2,2
"1687",1687,7,2,1,2
"1688",1688,5,1,3,2
"1689",1689,1,1,4,2
"1690",1690,1,1,6,2
"1691",1691,2,2,1,2
"1692",1692,1,2,3,1
"1693",1693,3,1,4,1
"1694",1694,1,1,4,2
"1695",1695,1,2,2,1
"1696",1696,1,1,1,1
"1697",1697,1,1,1,2
"1698",1698,1,2,3,2
"1699",1699,1,2,2,1
"1700",1700,1,2,2,1
"1701",1701,1,1,2,1
"1702",1702,1,2,4,1
"1703",1703,1,1,2,2
"1704",1704,1,1,4,2
"1705",1705,2,2,3,2
"1706",1706,7,2,5,2
"1707",1707,2,1,2,1
"1708",1708,1,1,3,2
"1709",1709,1,2,4,2
"1710",1710,1,2,2,2
"1711",1711,1,2,4,2
"1712",1712,1,2,3,1
"1713",1713,1,2,6,1
"1714",1714,7,1,2,1
"1715",1715,2,1,2,1
"1716",1716,2,1,1,2
"1717",1717,1,1,1,2
"1718",1718,1,1,3,1
"1719",1719,7,2,2,2
"1720",1720,1,2,1,2
"1721",1721,1,1,3,1
"1722",1722,1,2,1,1
"1723",1723,1,1,3,2
"1724",1724,5,1,6,2
"1725",1725,1,2,3,2
"1726",1726,2,2,5,1
"1727",1727,1,2,4,2
"1728",1728,1,2,5,1
"1729",1729,7,1,1,2
"1730",1730,1,2,6,2
"1731",1731,1,2,4,2
"1732",1732,1,1,4,1
"1733",1733,2,2,2,1
"1734",1734,1,1,6,2
"1735",1735,2,2,2,1
"1736",1736,1,1,3,1
"1737",1737,1,2,6,2
"1738",1738,1,2,5,2
"1739",1739,1,1,1,1
"1740",1740,1,2,4,2
"1741",1741,1,2,1,2
"1742",1742,1,2,6,1
"1743",1743,1,1,1,2
"1744",1744,7,2,1,2
"1745",1745,2,2,2,2
"1746",1746,1,1,1,2
"1747",1747,7,2,5,1
"1748",1748,2,1,2,1
"1749",1749,1,1,2,1
"1750",1750,1,1,3,1
"1751",1751,1,1,2,1
"1752",1752,2,1,3,2
"1753",1753,1,2,1,2
"1754",1754,1,2,6,2
"1755",1755,7,1,1,2
"1756",1756,5,1,2,2
"1757",1757,1,1,1,2
"1758",1758,1,1,3,2
"1759",1759,1,1,4,1
"1760",1760,7,1,2,2
"1761",1761,1,2,4,1
"1762",1762,1,1,2,2
"1763",1763,1,1,1,2
"1764",1764,1,2,6,2
"1765",1765,1,1,4,2
"1766",1766,1,1,2,1
"1767",1767,7,1,3,2
"1768",1768,1,1,6,2
"1769",1769,1,1,3,1
"1770",1770,7,2,1,1
"1771",1771,1,1,2,2
"1772",1772,1,1,3,1
"1773",1773,3,2,1,1
"1774",1774,3,1,1,2
"1775",1775,7,1,2,1
"1776",1776,1,2,1,2
"1777",1777,1,2,3,1
"1778",1778,1,1,1,1
"1779",1779,1,1,1,2
"1780",1780,7,1,1,2
"1781",1781,2,1,3,1
"1782",1782,7,1,2,2
"1783",1783,1,2,4,1
"1784",1784,1,1,4,2
"1785",1785,1,1,1,2
"1786",1786,4,1,4,1
"1787",1787,1,2,1,2
"1788",1788,6,2,3,1
"1789",1789,1,1,3,1
"1790",1790,7,2,4,2
"1791",1791,7,1,4,2
"1792",1792,1,1,4,1
"1793",1793,1,2,3,1
"1794",1794,7,1,2,2
"1795",1795,7,2,3,2
"1796",1796,5,2,3,1
"1797",1797,2,1,3,2
"1798",1798,1,1,4,1
"1799",1799,1,2,3,1
"1800",1800,6,2,1,2
"1801",1801,1,1,3,1
"1802",1802,1,2,1,2
"1803",1803,1,2,2,1
"1804",1804,5,2,5,2
"1805",1805,7,1,2,1
"1806",1806,1,1,4,1
"1807",1807,1,1,4,2
"1808",1808,1,2,4,2
"1809",1809,2,2,1,2
"1810",1810,7,2,2,1
"1811",1811,1,1,5,2
"1812",1812,1,2,6,2
"1813",1813,1,2,5,2
"1814",1814,1,1,1,2
"1815",1815,1,1,4,2
"1816",1816,1,2,3,2
"1817",1817,1,2,4,1
"1818",1818,1,1,1,2
"1819",1819,5,2,2,2
"1820",1820,1,2,4,1
"1821",1821,1,2,1,2
"1822",1822,7,1,4,2
"1823",1823,2,1,3,1
"1824",1824,6,1,1,2
"1825",1825,1,1,6,2
"1826",1826,1,2,3,1
"1827",1827,1,2,4,2
"1828",1828,5,1,1,1
"1829",1829,1,2,4,2
"1830",1830,1,2,3,2
"1831",1831,2,1,5,1
"1832",1832,1,1,4,2
"1833",1833,1,1,1,2
"1834",1834,7,2,3,2
"1835",1835,1,2,4,2
"1836",1836,1,1,3,1
"1837",1837,1,2,2,1
"1838",1838,1,2,6,2
"1839",1839,1,2,2,2
"1840",1840,7,2,4,1
"1841",1841,1,2,1,1
"1842",1842,1,2,1,2
"1843",1843,7,2,3,2
"1844",1844,5,1,2,1
"1845",1845,1,2,4,1
"1846",1846,7,2,1,2
"1847",1847,7,2,1,2
"1848",1848,3,2,2,2
"1849",1849,1,2,6,1
"1850",1850,1,1,3,1
"1851",1851,5,2,2,2
"1852",1852,1,2,1,2
"1853",1853,1,2,1,2
"1854",1854,1,1,1,2
"1855",1855,1,1,3,1
"1856",1856,1,2,2,2
"1857",1857,7,1,2,2
"1858",1858,1,1,5,1
"1859",1859,1,1,3,1
"1860",1860,1,1,1,2
"1861",1861,1,2,3,2
"1862",1862,1,1,5,1
"1863",1863,1,1,4,1
"1864",1864,1,1,1,2
"1865",1865,1,1,4,1
"1866",1866,1,1,5,1
"1867",1867,1,2,5,1
"1868",1868,1,1,5,1
"1869",1869,1,2,1,2
"1870",1870,2,2,1,1
"1871",1871,1,2,3,2
"1872",1872,1,2,4,2
"1873",1873,1,1,3,2
"1874",1874,1,2,4,2
"1875",1875,1,2,1,2
"1876",1876,1,1,2,1
"1877",1877,2,1,5,1
"1878",1878,2,2,1,2
"1879",1879,6,2,2,2
"1880",1880,1,1,5,1
"1881",1881,1,1,6,1
"1882",1882,1,1,4,2
"1883",1883,1,2,4,1
"1884",1884,1,1,5,1
"1885",1885,1,1,2,2
"1886",1886,1,1,1,1
"1887",1887,1,2,6,1
"1888",1888,1,2,3,2
"1889",1889,1,2,3,1
"1890",1890,1,1,1,2
"1891",1891,1,2,2,2
"1892",1892,2,1,1,1
"1893",1893,1,2,1,2
"1894",1894,1,2,3,1
"1895",1895,1,2,1,2
"1896",1896,7,2,5,2
"1897",1897,1,2,3,1
"1898",1898,1,2,1,2
"1899",1899,6,1,2,2
"1900",1900,1,2,2,1
"1901",1901,1,2,3,1
"1902",1902,7,2,1,1
"1903",1903,2,1,1,2
"1904",1904,1,1,1,2
"1905",1905,1,2,1,2
"1906",1906,2,2,1,2
"1907",1907,7,1,4,1
"1908",1908,2,2,4,2
"1909",1909,1,2,3,1
"1910",1910,1,2,5,2
"1911",1911,1,1,1,2
"1912",1912,1,1,3,2
"1913",1913,1,1,2,2
"1914",1914,1,1,4,2
"1915",1915,1,1,1,2
"1916",1916,7,2,1,1
"1917",1917,1,1,6,1
"1918",1918,1,1,2,2
"1919",1919,7,2,1,2
"1920",1920,7,1,2,1
"1921",1921,1,1,2,1
"1922",1922,1,2,5,1
"1923",1923,7,2,1,2
"1924",1924,1,1,2,1
"1925",1925,7,1,5,1
"1926",1926,1,2,2,2
"1927",1927,7,2,1,1
"1928",1928,1,1,3,1
"1929",1929,1,2,5,1
"1930",1930,1,1,5,2
"1931",1931,2,1,3,2
"1932",1932,1,2,4,1
"1933",1933,1,1,1,1
"1934",1934,1,1,4,1
"1935",1935,2,2,4,2
"1936",1936,1,1,2,1
"1937",1937,1,2,1,1
"1938",1938,7,2,1,2
"1939",1939,1,1,1,1
"1940",1940,7,1,3,2
"1941",1941,1,1,1,2
"1942",1942,1,2,4,2
"1943",1943,1,1,1,2
"1944",1944,7,1,3,1
"1945",1945,1,2,2,2
"1946",1946,7,2,3,2
"1947",1947,1,1,3,1
"1948",1948,2,1,2,1
"1949",1949,1,1,4,2
"1950",1950,7,1,2,1
"1951",1951,1,2,6,2
"1952",1952,1,2,4,1
"1953",1953,2,1,5,1
"1954",1954,5,2,1,2
"1955",1955,7,2,3,1
"1956",1956,1,1,1,1
"1957",1957,7,1,6,2
"1958",1958,1,1,4,1
"1959",1959,1,2,4,1
"1960",1960,1,2,4,2
"1961",1961,2,2,4,2
"1962",1962,1,2,3,2
"1963",1963,7,2,2,2
"1964",1964,1,1,4,2
"1965",1965,1,2,3,1
"1966",1966,7,2,1,2
"1967",1967,6,2,1,1
"1968",1968,6,1,3,1
"1969",1969,1,1,3,2
"1970",1970,1,2,2,1
"1971",1971,1,1,1,1
"1972",1972,2,1,4,2
"1973",1973,7,1,1,2
"1974",1974,5,2,5,2
"1975",1975,1,1,2,2
"1976",1976,1,1,2,1
"1977",1977,1,2,3,1
"1978",1978,1,2,1,2
"1979",1979,1,1,2,1
"1980",1980,1,2,2,2
"1981",1981,7,2,2,1
"1982",1982,7,1,1,2
"1983",1983,1,1,5,1
